,Coast,Dogs not allowed,Established campsites,Fall foilage,Good for kids,Lakes,Mountain views,Old growth,Ridges/passes,Rivers,Summits,Waterfalls,Wildflowers/Meadows,Wildlife,elevation_gain,highest_point,hike_name,lat,long,numReports,number_votes,url,which_pass,super_region,sub_region,total_distance,stars
17,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1000.0,3982.0,Holden to Hart Lake,48.1995,-120.7792,7,2.0,https://www.wta.org/go-hiking/hikes/holden-to-heart-lake,,Central Cascades , Entiat Mountains/Lake Chelan,9.0,2.0
18,0,0,1,0,0,1,1,0,1,1,0,1,1,0,5200.0,6700.0,Sunrise to Carbon River Traverse,,,1,0.0,https://www.wta.org/go-hiking/hikes/sunrise-to-carbon-river-traverse,National Park Pass,Mount Rainier Area , NE - Sunrise/White River,27.4,0.0
19,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1050.0,2025.0,Oyster Dome,48.6096,-122.4264,664,115.0,https://www.wta.org/go-hiking/hikes/oyster-dome,Discover Pass,Puget Sound and Islands , Bellingham Area,5.0,4.04
20,0,0,0,0,1,0,1,0,0,0,0,1,0,0,,,Monkey Bear Falls,48.2001,-120.7746,0,,https://www.wta.org/go-hiking/hikes/monkey-bear-falls,None,nan,NaN,,
21,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1350.0,2400.0,Lake 22,48.077,-121.7457,1581,234.0,https://www.wta.org/go-hiking/hikes/lake-22-lake-twenty-two,Northwest Forest Pass,North Cascades , Mountain Loop Highway,5.4,4.24
22,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1800.0,3000.0,Icicle Ridge,47.583,-120.6834,225,16.0,https://www.wta.org/go-hiking/hikes/icicle-ridge-1,None,Central Cascades , Leavenworth Area,6.0,3.56
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0,3116.0,Sauer's Mountain,,,101,11.0,https://www.wta.org/go-hiking/hikes/sauer-mountain,None,Central Cascades , Stevens Pass - East,6.0,4.0
24,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3500.0,4301.0,Mount Rose,47.4956,-123.2676,270,24.0,https://www.wta.org/go-hiking/hikes/mount-rose,None,Olympic Peninsula , Hood Canal,6.4,3.67
25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5699.0,8364.0,Mount St. Helens - Worm Flows Route,46.1308,-122.1696,212,15.0,https://www.wta.org/go-hiking/hikes/mount-st.-helens-worm-flows-route,"National Monument Fee, Sno-Parks Permit",South Cascades , Mount St. Helens,12.0,4.53
26,0,1,0,0,1,1,0,0,0,1,0,0,1,1,,,Steigerwald Lake National Wildlife Refuge,45.5707,-122.3132,7,,https://www.wta.org/go-hiking/hikes/gibbons-creek-wildlife-art-trail,,nan,NaN,,
27,0,0,0,0,1,1,0,0,0,0,0,1,0,0,190.0,200.0,Lacamas Park - Round Lake to Lower Falls,45.6039,-122.4071,3,2.0,https://www.wta.org/go-hiking/hikes/lacamas-park-round-lake-to-lower-falls,None,Southwest Washington , Vancouver Area,3.4,5.0
28,0,0,1,0,1,0,0,1,0,1,0,0,0,0,600.0,3100.0,Upper Dungeness River,47.8776,-123.1369,46,3.0,https://www.wta.org/go-hiking/hikes/upper-dungeness-river,Northwest Forest Pass,Olympic Peninsula , Hood Canal,6.8,4.67
29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,Maple Hollow Park,47.2955,-122.7509,1,,https://www.wta.org/go-hiking/hikes/maple-hollow-park,,nan,NaN,,
30,1,0,0,0,1,0,1,0,0,0,0,0,0,1,,,Point No Point Park,47.9115,-122.5291,17,,https://www.wta.org/go-hiking/hikes/point-no-point,None,nan,NaN,,
31,0,1,0,0,1,0,0,0,0,0,0,0,0,1,50.0,50.0,Mary E. Theler Wetlands Nature Preserve,47.4381,-122.8366,21,11.0,https://www.wta.org/go-hiking/hikes/mary-e-theler-wetlands-nature-preserve,,Olympic Peninsula , Kitsap Peninsula,3.5,3.09
32,1,1,0,0,1,0,1,1,0,1,0,0,0,1,360.0,360.0,Guillemot Cove,47.61600000000001,-122.9085,53,14.0,https://www.wta.org/go-hiking/hikes/guillemot-cove,None,Olympic Peninsula , Kitsap Peninsula,2.5,4.07
33,1,0,0,0,1,0,1,1,0,0,0,0,1,1,25.0,25.0,Kopachuck State Park Trail,47.3085,-122.6807,9,2.0,https://www.wta.org/go-hiking/hikes/kopachuck-state-park-trail,Discover Pass,Olympic Peninsula , Kitsap Peninsula,1.0,3.5
34,0,0,0,0,1,1,0,0,0,1,0,1,0,0,650.0,1750.0,Otter Falls - Taylor River,47.5609,-121.5323,427,43.0,https://www.wta.org/go-hiking/hikes/otter-falls-taylor-river,Northwest Forest Pass,Snoqualmie Region , North Bend Area,10.0,3.95
35,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,,Sedum Ridge,45.815,-121.9662,1,,https://www.wta.org/go-hiking/hikes/sedum-point,,nan,NaN,,
36,0,0,1,0,1,1,0,1,0,1,0,0,0,1,2700.0,5700.0,Greenwater Trail to Lost Lakes,47.1059,-121.4751,69,2.0,https://www.wta.org/go-hiking/hikes/greenwater-lakes-quinn-lost-lakes,Northwest Forest Pass,Mount Rainier Area , Chinook Pass - Hwy 410,12.0,5.0
37,0,0,0,0,0,0,1,0,1,0,1,0,1,1,2400.0,3480.0,Umtanum Ridge Crest,46.8996,-120.6435,129,9.0,https://www.wta.org/go-hiking/hikes/umtanum-ridge-crest,,Central Washington , Yakima,6.0,3.67
38,0,0,0,0,1,1,0,0,0,0,0,0,0,1,,,Narbeck Wetland Sanctuary,47.9328,-122.2607,22,,https://www.wta.org/go-hiking/hikes/narbeck-wetland-sanctuary,None,nan,NaN,,
39,0,0,0,0,1,0,1,1,0,1,0,1,1,1,300.0,2550.0,Skookum Flats,47.049,-121.57,207,12.0,https://www.wta.org/go-hiking/hikes/skookum-flats,Northwest Forest Pass,Mount Rainier Area , Chinook Pass - Hwy 410,7.8,3.5
40,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1972.0,3212.0,Baldy Mountain,46.7952,-120.4584,51,4.0,https://www.wta.org/go-hiking/hikes/baldy-mountain-1,Discover Pass,Central Washington , Yakima,5.0,4.0
41,0,0,1,0,1,0,0,1,0,1,0,0,1,1,2500.0,4000.0,Wenaha River Trail,45.9475,-117.4544,13,0.0,https://www.wta.org/go-hiking/hikes/wenaha-river-trail-3106,None,Eastern Washington , Palouse and Blue Mountains,59.8,0.0
42,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4370.0,7020.0,Icicle Ridge via Fourth of July Creek,47.5783,-120.7969,219,13.0,https://www.wta.org/go-hiking/hikes/icicle-ridge,Northwest Forest Pass,Central Cascades , Leavenworth Area,12.0,3.31
43,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2200.0,1532.0,Black Hole Falls,45.979,-122.2549,3,0.0,https://www.wta.org/go-hiking/hikes/black-hole-falls-hike,Discover Pass,South Cascades , Dark Divide,10.4,0.0
44,0,0,0,0,1,0,1,0,1,0,1,0,1,0,400.0,4000.0,Grouse Mountain,45.7462,-118.1709,1,0.0,https://www.wta.org/go-hiking/hikes/grouse-mountain-n-fork-umatilla-wilderness,Northwest Forest Pass,Eastern Washington , Palouse and Blue Mountains,10.0,0.0
45,0,0,0,0,1,1,1,0,0,0,0,0,1,1,,,Bennington Lake,46.066,-118.2644,6,,https://www.wta.org/go-hiking/hikes/bennington-lake,None,nan,NaN,,
46,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1870.0,1975.0,Columbia Hills State Park - Horsethief Butte,45.6507,-121.0992,45,5.0,https://www.wta.org/go-hiking/hikes/columbia-hills-state-park,Discover Pass,Southwest Washington , Columbia River Gorge - WA,12.4,3.8
47,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2787.0,4297.0,Swakane Peak,47.5641,-120.3332,10,0.0,https://www.wta.org/go-hiking/hikes/swakane-peak,Discover Pass,Central Washington , Wenatchee,7.4,0.0
48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Lake Isabel,47.8486,-121.6146,37,,https://www.wta.org/go-hiking/hikes/lake-isabel,,nan,NaN,,
49,0,0,0,0,0,1,1,0,1,0,1,0,1,0,4200.0,6854.0,Three Fingers,48.1697,-121.6878,114,15.0,https://www.wta.org/go-hiking/hikes/three-fingers,,North Cascades , Mountain Loop Highway,15.0,4.53
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0,1550.0,Klickitat Rail Trail,45.6972,-121.2898,1,0.0,https://www.wta.org/go-hiking/hikes/klickitat-rail-trail-1,Discover Pass,Southwest Washington , Columbia River Gorge - WA,62.0,0.0
51,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1100.0,3667.0,Augspurger Mountain - North,45.772,-121.6711,2,1.0,https://www.wta.org/go-hiking/hikes/augspurger-mountain-north,None,Southwest Washington , Columbia River Gorge - WA,2.8,3.0
52,1,1,0,0,1,0,1,0,0,0,0,0,0,1,130.0,130.0,Dungeness Spit,48.1413,-123.1899,131,21.0,https://www.wta.org/go-hiking/hikes/dungeness-national-wildlife-refuge,Refuge Entrance Pass,Olympic Peninsula , Northern Coast,11.0,3.48
53,1,0,0,0,1,0,1,0,0,0,0,0,1,1,140.0,325.0,Discovery Park Loop Trail,47.6576,-122.4065,88,25.0,https://www.wta.org/go-hiking/hikes/discovery-park-loop-trail,None,Puget Sound and Islands , Seattle-Tacoma Area,2.8,3.52
54,0,0,1,0,0,0,1,1,0,1,0,0,0,0,850.0,1850.0,Big Creek,47.4933,-123.211,189,26.0,https://www.wta.org/go-hiking/hikes/big-creek,Northwest Forest Pass,Olympic Peninsula , Hood Canal,4.3,3.92
55,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2000.0,2804.0,Mount Walker,47.7756,-122.9137,235,20.0,https://www.wta.org/go-hiking/hikes/mount-walker,None,Olympic Peninsula , Hood Canal,4.0,3.2
56,0,0,0,0,1,0,1,0,1,0,0,0,1,1,450.0,1380.0,Anti-Aircraft Peak,47.5372,-122.1163,103,14.0,https://www.wta.org/go-hiking/hikes/anti-aircraft-peak,None,Issaquah Alps , Cougar Mountain,4.75,3.0
57,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1300.0,1500.0,Wallace Falls State Park,47.8669,-121.678,992,213.0,https://www.wta.org/go-hiking/hikes/wallace-falls,Discover Pass,Central Cascades , Stevens Pass - West,5.6,4.06
58,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1160.0,2078.0,Rattlesnake Ledge,47.4335,-121.7675,1415,272.0,https://www.wta.org/go-hiking/hikes/rattle-snake-ledge,None,Snoqualmie Region , North Bend Area,4.0,4.03
59,0,0,0,0,0,1,1,0,0,0,1,0,0,1,,,East Peak,47.4354,-121.7719,358,,https://www.wta.org/go-hiking/hikes/east-peak-rattlesnake-trail,Discover Pass,nan,NaN,,
60,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1034.0,2430.0,Heather Lake,48.0829,-121.774,970,99.0,https://www.wta.org/go-hiking/hikes/heather-lake-1,Northwest Forest Pass,North Cascades , Mountain Loop Highway,4.6,3.88
61,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2000.0,2521.0,Lake Serene,47.809,-121.5738,1431,279.0,https://www.wta.org/go-hiking/hikes/lake-serene,Northwest Forest Pass,Central Cascades , Stevens Pass - West,8.2,4.48
62,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1300.0,2600.0,Dirty Harry's Balcony,47.4338,-121.6325,272,18.0,https://www.wta.org/go-hiking/hikes/dirty-harrys-balcony,Discover Pass,Snoqualmie Region , Snoqualmie Pass,6.0,2.78
63,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1300.0,1550.0,Little Si,47.4878,-121.7563,716,123.0,https://www.wta.org/go-hiking/hikes/little-si,Discover Pass,Snoqualmie Region , North Bend Area,4.7,3.55
64,0,0,0,0,1,0,0,1,0,1,0,0,0,0,,,Gold Mine Trail,48.9206,-122.2656,27,,https://www.wta.org/go-hiking/hikes/gold-mine-trail,None,nan,NaN,,
65,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2000.0,4300.0,Snow Bowl Hut Snowshoe,46.7059,-121.9927,35,6.0,https://www.wta.org/go-hiking/hikes/snow-bowl-hut-snowshoe,Sno-Parks Permit,Mount Rainier Area , SW - Longmire/Paradise,8.5,5.0
66,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1500.0,1730.0,Margaret's Way,47.5066,-122.0867,256,28.0,https://www.wta.org/go-hiking/hikes/margarets-way,None,Issaquah Alps , Squak Mountain,5.5,3.61
67,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1858.0,2021.0,Poo Poo Point ,47.5195,-122.0299,547,87.0,https://www.wta.org/go-hiking/hikes/poo-poo-point,None,Issaquah Alps , Tiger Mountain,7.2,3.74
68,1,0,0,0,0,0,1,0,0,1,0,0,0,0,425.0,425.0,Lunds Gulch / Meadowdale Beach Park,47.8558,-122.3175,129,18.0,https://www.wta.org/go-hiking/hikes/lunds-gulch-meadowdale-county-park,None,Puget Sound and Islands , Seattle-Tacoma Area,2.5,3.56
69,0,0,0,0,1,0,0,1,0,1,0,0,0,0,625.0,750.0,Lime Kiln Trail,48.0774,-121.9325,489,56.0,https://www.wta.org/go-hiking/hikes/lime-kiln,None,North Cascades , Mountain Loop Highway,7.0,3.61
70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,760.0,1320.0,Heybrook Ridge,47.8188,-121.5539,105,15.0,https://www.wta.org/go-hiking/hikes/heybrook-ridge,None,Central Cascades , Stevens Pass - West,3.3,4.27
71,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1000.0,1600.0,Bridal Veil Falls,47.8092,-121.574,258,45.0,https://www.wta.org/go-hiking/hikes/bridal-veil-falls,Northwest Forest Pass,Central Cascades , Stevens Pass - West,4.0,3.84
72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,350.0,2450.0,Ape Caves,46.1083,-122.2115,155,46.0,https://www.wta.org/go-hiking/hikes/ape-cave,Northwest Forest Pass,South Cascades , Mount St. Helens,2.8,4.46
73,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1220.0,3780.0,Talapus and Olallie Lakes,47.4007,-121.51899999999999,997,76.0,https://www.wta.org/go-hiking/hikes/talapus-lake,Northwest Forest Pass,Snoqualmie Region , Snoqualmie Pass,6.2,3.7
74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,200.0,500.0,Bus Trail,47.5297,-121.9961,67,4.0,https://www.wta.org/go-hiking/hikes/bus-trail,Discover Pass,Issaquah Alps , Tiger Mountain,0.7,3.25
75,0,0,0,0,1,0,0,1,0,0,0,0,0,1,110.0,530.0,Big Tree Trail,47.5296,-121.9961,25,5.0,https://www.wta.org/go-hiking/hikes/big-tree-trail,Discover Pass,Issaquah Alps , Tiger Mountain,1.0,3.4
76,0,0,0,0,1,1,0,1,0,0,0,0,1,1,150.0,540.0,Tradition Lake Loop,47.5296,-121.9957,72,9.0,https://www.wta.org/go-hiking/hikes/tradition-lakes,Discover Pass,Issaquah Alps , Tiger Mountain,2.9,3.56
77,0,0,0,0,1,0,0,0,0,1,0,1,0,0,250.0,450.0,Snoqualmie Falls,47.5437,-121.837,129,29.0,https://www.wta.org/go-hiking/hikes/snoqualmie-falls,,Snoqualmie Region , North Bend Area,1.4,3.48
78,0,0,0,0,1,0,0,0,0,1,0,1,0,0,400.0,2600.0,Franklin Falls,47.413000000000004,-121.4416,721,77.0,https://www.wta.org/go-hiking/hikes/franklin-falls,Northwest Forest Pass,Snoqualmie Region , Snoqualmie Pass,2.0,4.1
79,0,0,1,0,1,0,0,0,0,1,0,1,1,1,,,Palouse Falls,46.6636,-118.2281,111,,https://www.wta.org/go-hiking/hikes/palouse-falls,Discover Pass,nan,NaN,,
80,0,0,0,0,0,0,0,0,0,1,0,0,1,1,500.0,725.0,Hanford Reach - North,46.6772,-119.4445,48,12.0,https://www.wta.org/go-hiking/hikes/white-bluffs-north,Discover Pass,Central Washington , Tri-Cities,7.0,3.75
81,0,0,0,0,1,0,1,0,0,0,0,0,0,0,850.0,1700.0,Heybrook Lookout,47.8084,-121.5352,437,45.0,https://www.wta.org/go-hiking/hikes/heybrook-lookout,None,Central Cascades , Stevens Pass - West,2.6,3.49
82,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1400.0,4000.0,South Coldwater Trail,46.2863,-122.2468,74,8.0,https://www.wta.org/go-hiking/hikes/south-coldwater-trail,Northwest Forest Pass,South Cascades , Mount St. Helens,7.0,3.62
83,0,0,1,0,0,0,1,1,1,0,0,0,0,0,,,Ridley Creek,48.7071,-121.8126,36,,https://www.wta.org/go-hiking/hikes/ridley-creek,None,nan,NaN,,
84,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3150.0,3900.0,Mount Si,47.488,-121.7231,1547,193.0,https://www.wta.org/go-hiking/hikes/mount-si,Discover Pass,Snoqualmie Region , North Bend Area,8.0,3.98
85,0,0,1,0,1,0,1,0,0,0,1,0,1,0,4000.0,4050.0,Larch Mountain,45.5776,-122.1172,8,1.0,https://www.wta.org/go-hiking/hikes/larch-mountain,Discover Pass,Southwest Washington , Columbia River Gorge - OR,14.4,4.0
86,0,0,0,0,1,0,0,0,0,1,0,0,0,1,,,River Meadows Park,48.1797,-122.0837,5,,https://www.wta.org/go-hiking/hikes/river-meadows-park,,nan,NaN,,
87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1800.0,3000.0,Freund Canyon,47.6286,-120.6558,4,0.0,https://www.wta.org/go-hiking/hikes/freund-canyon,None,Central Cascades , Leavenworth Area,7.3,0.0
88,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1129.0,3400.0,Aldrich Butte,45.6554,-121.9607,4,0.0,https://www.wta.org/go-hiking/hikes/aldrich-butte,Northwest Forest Pass,Southwest Washington , Columbia River Gorge - WA,3.6,0.0
89,1,0,0,0,1,0,1,0,0,0,0,0,1,0,,,Kettles Trail System,48.227,-122.7403,14,,https://www.wta.org/go-hiking/hikes/the-kettles-trail-system-of-whidbey-island,Discover Pass,nan,NaN,,
90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,Ptarmigan Ridge ,48.7507,-120.2055,3,,https://www.wta.org/go-hiking/hikes/ptarmigan-ridge-abandoned-trail,None,nan,NaN,,
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Pilchuck Falls,,,1,,https://www.wta.org/go-hiking/hikes/pilchuck-falls,,nan,NaN,,
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,White Chuck Mountain,48.2124,-121.4262,15,,https://www.wta.org/go-hiking/hikes/white-chuck-mountain,,nan,NaN,,
93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Red Mountain via Money Creek Road,,,2,,https://www.wta.org/go-hiking/hikes/red-moutain-5576-money-creek,None,nan,NaN,,
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910.0,2178.0,North Butte,48.6165,-122.3863,32,1.0,https://www.wta.org/go-hiking/hikes/north-butte,,Puget Sound and Islands , Bellingham Area,6.12,4.0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Gibralter Mountain,48.5676,-118.6757,3,,https://www.wta.org/go-hiking/hikes/gibralter-mountain,Northwest Forest Pass,nan,NaN,,
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Sultan Gorge,47.9793,-121.6909,2,,https://www.wta.org/go-hiking/hikes/sultan-gorge,,nan,NaN,,
97,0,0,0,0,0,0,1,0,1,0,1,0,0,0,,,Web Mountain,47.4345,-121.6369,15,,https://www.wta.org/go-hiking/hikes/webb-mountain,Northwest Forest Pass,nan,NaN,,
98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,450.0,705.0,Cherry Creek Falls,47.7457,-121.9076,307,22.0,https://www.wta.org/go-hiking/hikes/cherry-creek-falls,None,Central Cascades , Stevens Pass - West,5.0,3.68
99,0,0,0,0,1,0,0,1,0,1,0,0,0,1,,,Nisqually State Park,46.8638,-122.3285,13,,https://www.wta.org/go-hiking/hikes/nisqually-state-park,Discover Pass,nan,NaN,,
100,0,0,0,0,1,0,0,0,0,1,0,0,1,1,500.0,1800.0,Umtanum Creek Canyon,46.8554,-120.4833,261,25.0,https://www.wta.org/go-hiking/hikes/umtanum-creek-canyon,,Central Washington , Yakima,6.5,3.48
101,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,,Pacific Northwest Trail,48.6451,-122.3563,23,,https://www.wta.org/go-hiking/hikes/pacific-northwest-trail,,nan,NaN,,
102,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2100.0,6250.0,Longs Pass,47.4367,-120.9372,150,10.0,https://www.wta.org/go-hiking/hikes/longs-pass,Northwest Forest Pass,Snoqualmie Region , Salmon La Sac/Teanaway,5.8,4.2
103,0,0,0,0,0,0,1,1,0,0,1,0,1,0,4000.0,4822.0,Mailbox Peak - Old Trail,47.4674,-121.6748,1109,114.0,https://www.wta.org/go-hiking/hikes/mailbox-peak-old-trail,Discover Pass,Snoqualmie Region , North Bend Area,5.4,4.39
104,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4000.0,4822.0,Mailbox Peak,47.4675,-121.6748,601,47.0,https://www.wta.org/go-hiking/hikes/mailbox-peak,Discover Pass,Snoqualmie Region , North Bend Area,9.4,4.19
105,0,0,0,0,1,0,0,1,0,1,0,1,0,0,600.0,1410.0,Lower Falls Creek Trail,45.908,-121.9475,44,9.0,https://www.wta.org/go-hiking/hikes/lower-falls-creek,Northwest Forest Pass,Southwest Washington , Columbia River Gorge - WA,3.4,3.67
106,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1100.0,2400.0,Upper Falls Creek Trail,45.908,-121.9475,8,4.0,https://www.wta.org/go-hiking/hikes/upper-falls-creek,Northwest Forest Pass,Southwest Washington , Columbia River Gorge - WA,18.0,2.25
107,0,0,1,0,0,1,1,0,1,0,0,0,1,0,2300.0,5600.0,Peggy's Pond,47.5365,-121.0919,93,6.0,https://www.wta.org/go-hiking/hikes/peggys-pond,Northwest Forest Pass,Snoqualmie Region , Salmon La Sac/Teanaway,11.0,3.17
108,0,0,1,0,0,1,1,0,1,1,0,0,1,0,700.0,3100.0,Waptus River,47.4092,-121.1038,143,9.0,https://www.wta.org/go-hiking/hikes/waptus-river,Northwest Forest Pass,Snoqualmie Region , Salmon La Sac/Teanaway,22.0,3.22
109,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1500.0,4600.0,Spectacle Lake,47.4337,-121.1888,125,13.0,https://www.wta.org/go-hiking/hikes/spectacle-lake,Northwest Forest Pass,Snoqualmie Region , Salmon La Sac/Teanaway,17.2,4.08
110,0,0,1,0,0,1,1,1,1,0,1,0,1,0,2900.0,6300.0,Tuck and Robin Lakes,47.5443,-121.09700000000001,203,20.0,https://www.wta.org/go-hiking/hikes/robin-lakes,Northwest Forest Pass,Snoqualmie Region , Salmon La Sac/Teanaway,16.0,4.2
111,0,0,0,0,0,0,1,1,0,0,1,0,1,0,3250.0,4450.0,Mount Washington,47.442,-121.6722,720,59.0,https://www.wta.org/go-hiking/hikes/mount-washington-1,Discover Pass,Snoqualmie Region , Snoqualmie Pass,8.5,3.97
