Coast,Dogs not allowed,Established campsites,Fall foilage,Good for kids,Lakes,Mountain views,Old growth,Ridges/passes,Rivers,Summits,Waterfalls,Wildflowers/Meadows,Wildlife,distance,elevation_gain,highest_point,hike_name,lat,long,numReports,number_votes,rating,region,url,which_pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.0 miles, roundtrip",2000,3116,Sauer's Mountain,,,101,11,4.00 out of 5,Central Cascades -- Stevens Pass - East,https://www.wta.org/go-hiking/hikes/sauer-mountain,None
0,0,0,0,0,1,1,0,0,0,1,0,0,0,"6.4 miles, roundtrip",3500,4301,Mount Rose,47.4956,-123.2676,270,24,3.67 out of 5,Olympic Peninsula -- Hood Canal,https://www.wta.org/go-hiking/hikes/mount-rose,None
0,0,0,0,0,0,1,0,0,0,1,0,0,0,"12.0 miles, roundtrip",5699,8364,Mount St. Helens - Worm Flows Route,46.1308,-122.1696,212,15,4.53 out of 5,South Cascades -- Mount St. Helens,https://www.wta.org/go-hiking/hikes/mount-st.-helens-worm-flows-route,"National Monument Fee, Sno-Parks Permit"
0,1,0,0,1,1,0,0,0,1,0,0,1,1,NaN,,,Steigerwald Lake National Wildlife Refuge,45.5707,-122.3132,7,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/gibbons-creek-wildlife-art-trail,NaN
0,0,0,0,1,1,0,0,0,0,0,1,0,0,"3.4 miles, roundtrip",190,200,Lacamas Park - Round Lake to Lower Falls,45.6039,-122.4071,3,2,5.00 out of 5,Southwest Washington -- Vancouver Area,https://www.wta.org/go-hiking/hikes/lacamas-park-round-lake-to-lower-falls,None
0,0,1,0,1,0,0,1,0,1,0,0,0,0,"6.8 miles, roundtrip",600,3100,Upper Dungeness River,47.8776,-123.1369,46,3,4.67 out of 5,Olympic Peninsula -- Hood Canal,https://www.wta.org/go-hiking/hikes/upper-dungeness-river,Northwest Forest Pass
1,0,0,0,0,0,0,0,0,1,0,0,0,0,NaN,,,Maple Hollow Park,47.2955,-122.7509,1,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/maple-hollow-park,NaN
1,0,0,0,1,0,1,0,0,0,0,0,0,1,NaN,,,Point No Point Park,47.9115,-122.5291,17,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/point-no-point,None
0,1,0,0,1,0,0,0,0,0,0,0,0,1,"3.5 miles, roundtrip",50,50,Mary E. Theler Wetlands Nature Preserve,47.4381,-122.8366,21,11,3.09 out of 5,Olympic Peninsula -- Kitsap Peninsula,https://www.wta.org/go-hiking/hikes/mary-e-theler-wetlands-nature-preserve,NaN
1,1,0,0,1,0,1,1,0,1,0,0,0,1,"2.5 miles, roundtrip",360,360,Guillemot Cove,47.616,-122.9085,53,14,4.07 out of 5,Olympic Peninsula -- Kitsap Peninsula,https://www.wta.org/go-hiking/hikes/guillemot-cove,None
1,0,0,0,1,0,1,1,0,0,0,0,1,1,"1.0 miles, roundtrip",25,25,Kopachuck State Park Trail,47.3085,-122.6807,9,2,3.50 out of 5,Olympic Peninsula -- Kitsap Peninsula,https://www.wta.org/go-hiking/hikes/kopachuck-state-park-trail,Discover Pass
0,0,0,0,1,1,0,0,0,1,0,1,0,0,"10.0 miles, roundtrip",650,1750,Otter Falls - Taylor River,47.5609,-121.5323,427,43,3.95 out of 5,Snoqualmie Region -- North Bend Area,https://www.wta.org/go-hiking/hikes/otter-falls-taylor-river,Northwest Forest Pass
0,0,0,0,0,0,1,1,0,0,0,0,1,0,NaN,,,Sedum Ridge,45.815,-121.9662,1,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/sedum-point,NaN
0,0,1,0,1,1,0,1,0,1,0,0,0,1,"12.0 miles, roundtrip",2700,5700,Greenwater Trail to Lost Lakes,47.1059,-121.4751,69,2,5.00 out of 5,Mount Rainier Area -- Chinook Pass - Hwy 410,https://www.wta.org/go-hiking/hikes/greenwater-lakes-quinn-lost-lakes,Northwest Forest Pass
0,0,0,0,0,0,1,0,1,0,1,0,1,1,"6.0 miles, roundtrip",2400,3480,Umtanum Ridge Crest,46.8996,-120.6435,129,9,3.67 out of 5,Central Washington -- Yakima,https://www.wta.org/go-hiking/hikes/umtanum-ridge-crest,NaN
0,0,0,0,1,1,0,0,0,0,0,0,0,1,NaN,,,Narbeck Wetland Sanctuary,47.9328,-122.2607,22,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/narbeck-wetland-sanctuary,None
0,0,0,0,1,0,1,1,0,1,0,1,1,1,"7.8 miles, roundtrip",300,2550,Skookum Flats,47.049,-121.57,207,12,3.50 out of 5,Mount Rainier Area -- Chinook Pass - Hwy 410,https://www.wta.org/go-hiking/hikes/skookum-flats,Northwest Forest Pass
0,0,0,0,0,0,1,0,0,1,1,0,1,0,"5.0 miles, roundtrip",1972,3212,Baldy Mountain,46.7952,-120.4584,51,4,4.00 out of 5,Central Washington -- Yakima,https://www.wta.org/go-hiking/hikes/baldy-mountain-1,Discover Pass
0,0,1,0,1,0,0,1,0,1,0,0,1,1,"29.9 miles, one-way",2500,4000,Wenaha River Trail,45.9475,-117.4544,13,0,0.00 out of 5,Eastern Washington -- Palouse and Blue Mountains,https://www.wta.org/go-hiking/hikes/wenaha-river-trail-3106,None
0,0,0,0,0,0,1,0,1,0,0,0,1,0,"12.0 miles, roundtrip",4370,7020,Icicle Ridge via Fourth of July Creek,47.5783,-120.7969,219,13,3.31 out of 5,Central Cascades -- Leavenworth Area,https://www.wta.org/go-hiking/hikes/icicle-ridge,Northwest Forest Pass
0,0,0,0,0,0,1,0,0,1,1,1,0,0,"10.4 miles, roundtrip",2200,1532,Black Hole Falls,45.979,-122.2549,3,0,0.00 out of 5,South Cascades -- Dark Divide,https://www.wta.org/go-hiking/hikes/black-hole-falls-hike,Discover Pass
0,0,0,0,1,0,1,0,1,0,1,0,1,0,"5.0 miles, one-way",400,4000,Grouse Mountain,45.7462,-118.1709,1,0,0.00 out of 5,Eastern Washington -- Palouse and Blue Mountains,https://www.wta.org/go-hiking/hikes/grouse-mountain-n-fork-umatilla-wilderness,Northwest Forest Pass
0,0,0,0,1,1,1,0,0,0,0,0,1,1,NaN,,,Bennington Lake,46.066,-118.2644,6,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/bennington-lake,None
0,0,0,0,1,0,1,0,0,1,1,0,1,1,"12.4 miles, roundtrip",1870,1975,Columbia Hills State Park - Horsethief Butte,45.6507,-121.0992,45,5,3.80 out of 5,Southwest Washington -- Columbia River Gorge - WA,https://www.wta.org/go-hiking/hikes/columbia-hills-state-park,Discover Pass
0,0,0,0,0,0,0,0,0,0,1,0,1,0,"7.4 miles, roundtrip",2787,4297,Swakane Peak,47.5641,-120.3332,10,0,0.00 out of 5,Central Washington -- Wenatchee,https://www.wta.org/go-hiking/hikes/swakane-peak,Discover Pass
0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,,,Lake Isabel,47.8486,-121.6146,37,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/lake-isabel,NaN
0,0,0,0,0,1,1,0,1,0,1,0,1,0,"15.0 miles, roundtrip",4200,6854,Three Fingers,48.1697,-121.6878,114,15,4.53 out of 5,North Cascades -- Mountain Loop Highway,https://www.wta.org/go-hiking/hikes/three-fingers,NaN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31.0 miles, one-way",200,1550,Klickitat Rail Trail,45.6972,-121.2898,1,0,0.00 out of 5,Southwest Washington -- Columbia River Gorge - WA,https://www.wta.org/go-hiking/hikes/klickitat-rail-trail-1,Discover Pass
0,0,0,0,0,0,1,0,1,0,1,0,1,0,"2.8 miles, roundtrip",1100,3667,Augspurger Mountain - North,45.772,-121.6711,2,1,3.00 out of 5,Southwest Washington -- Columbia River Gorge - WA,https://www.wta.org/go-hiking/hikes/augspurger-mountain-north,None
1,1,0,0,1,0,1,0,0,0,0,0,0,1,"11.0 miles, roundtrip",130,130,Dungeness Spit,48.1413,-123.1899,131,21,3.48 out of 5,Olympic Peninsula -- Northern Coast,https://www.wta.org/go-hiking/hikes/dungeness-national-wildlife-refuge,Refuge Entrance Pass
1,0,0,0,1,0,1,0,0,0,0,0,1,1,"2.8 miles, roundtrip",140,325,Discovery Park Loop Trail,47.6576,-122.4065,88,25,3.52 out of 5,Puget Sound and Islands -- Seattle-Tacoma Area,https://www.wta.org/go-hiking/hikes/discovery-park-loop-trail,None
0,0,1,0,0,0,1,1,0,1,0,0,0,0,"4.3 miles, roundtrip",850,1850,Big Creek,47.4933,-123.211,189,26,3.92 out of 5,Olympic Peninsula -- Hood Canal,https://www.wta.org/go-hiking/hikes/big-creek,Northwest Forest Pass
0,0,0,0,0,0,1,0,0,0,1,0,1,1,"4.0 miles, roundtrip",2000,2804,Mount Walker,47.7756,-122.9137,235,20,3.20 out of 5,Olympic Peninsula -- Hood Canal,https://www.wta.org/go-hiking/hikes/mount-walker,None
0,0,0,0,1,0,1,0,1,0,0,0,1,1,"4.75 miles, roundtrip",450,1380,Anti-Aircraft Peak,47.5372,-122.1163,103,14,3.00 out of 5,Issaquah Alps -- Cougar Mountain,https://www.wta.org/go-hiking/hikes/anti-aircraft-peak,None
0,0,0,0,1,1,1,1,0,1,0,1,0,0,"5.6 miles, roundtrip",1300,1500,Wallace Falls State Park,47.8669,-121.678,992,213,4.06 out of 5,Central Cascades -- Stevens Pass - West,https://www.wta.org/go-hiking/hikes/wallace-falls,Discover Pass
0,0,0,0,1,1,1,0,1,0,1,0,1,0,"4.0 miles, roundtrip",1160,2078,Rattlesnake Ledge,47.4335,-121.7675,1415,272,4.03 out of 5,Snoqualmie Region -- North Bend Area,https://www.wta.org/go-hiking/hikes/rattle-snake-ledge,None
0,0,0,0,0,1,1,0,0,0,1,0,0,1,NaN,,,East Peak,47.4354,-121.7719,358,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/east-peak-rattlesnake-trail,Discover Pass
0,0,0,0,1,1,1,1,0,0,0,1,1,0,"4.6 miles, roundtrip",1034,2430,Heather Lake,48.0829,-121.774,970,99,3.88 out of 5,North Cascades -- Mountain Loop Highway,https://www.wta.org/go-hiking/hikes/heather-lake-1,Northwest Forest Pass
0,0,0,0,1,1,1,0,0,0,0,1,1,0,"8.2 miles, roundtrip",2000,2521,Lake Serene,47.809,-121.5738,1431,279,4.48 out of 5,Central Cascades -- Stevens Pass - West,https://www.wta.org/go-hiking/hikes/lake-serene,Northwest Forest Pass
0,0,0,0,0,0,1,0,0,0,0,0,0,1,"6.0 miles, roundtrip",1300,2600,Dirty Harry's Balcony,47.4338,-121.6325,272,18,2.78 out of 5,Snoqualmie Region -- Snoqualmie Pass,https://www.wta.org/go-hiking/hikes/dirty-harrys-balcony,Discover Pass
0,0,0,0,1,0,1,0,0,0,0,0,0,0,"4.7 miles, roundtrip",1300,1550,Little Si,47.4878,-121.7563,716,123,3.55 out of 5,Snoqualmie Region -- North Bend Area,https://www.wta.org/go-hiking/hikes/little-si,Discover Pass
0,0,0,0,1,0,0,1,0,1,0,0,0,0,NaN,,,Gold Mine Trail,48.9206,-122.2656,27,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/gold-mine-trail,None
0,0,0,0,0,0,1,0,1,0,0,0,0,0,"8.5 miles, roundtrip",2000,4300,Snow Bowl Hut Snowshoe,46.7059,-121.9927,35,6,5.00 out of 5,Mount Rainier Area -- SW - Longmire/Paradise,https://www.wta.org/go-hiking/hikes/snow-bowl-hut-snowshoe,Sno-Parks Permit
0,0,0,0,0,0,1,1,0,0,0,0,0,0,"5.5 miles, roundtrip",1500,1730,Margaret's Way,47.5066,-122.0867,256,28,3.61 out of 5,Issaquah Alps -- Squak Mountain,https://www.wta.org/go-hiking/hikes/margarets-way,None
0,0,0,0,0,0,1,0,0,0,0,0,1,1,"7.2 miles, roundtrip",1858,2021,Poo Poo Point ,47.5195,-122.0299,547,87,3.74 out of 5,Issaquah Alps -- Tiger Mountain,https://www.wta.org/go-hiking/hikes/poo-poo-point,None
1,0,0,0,0,0,1,0,0,1,0,0,0,0,"2.5 miles, roundtrip",425,425,Lunds Gulch / Meadowdale Beach Park,47.8558,-122.3175,129,18,3.56 out of 5,Puget Sound and Islands -- Seattle-Tacoma Area,https://www.wta.org/go-hiking/hikes/lunds-gulch-meadowdale-county-park,None
0,0,0,0,1,0,0,1,0,1,0,0,0,0,"7.0 miles, roundtrip",625,750,Lime Kiln Trail,48.0774,-121.9325,489,56,3.61 out of 5,North Cascades -- Mountain Loop Highway,https://www.wta.org/go-hiking/hikes/lime-kiln,None
0,0,0,0,0,0,1,0,0,0,0,0,0,0,"3.3 miles, roundtrip",760,1320,Heybrook Ridge,47.8188,-121.5539,105,15,4.27 out of 5,Central Cascades -- Stevens Pass - West,https://www.wta.org/go-hiking/hikes/heybrook-ridge,None
0,0,0,0,1,0,1,0,0,0,0,1,0,0,"4.0 miles, roundtrip",1000,1600,Bridal Veil Falls,47.8092,-121.574,258,45,3.84 out of 5,Central Cascades -- Stevens Pass - West,https://www.wta.org/go-hiking/hikes/bridal-veil-falls,Northwest Forest Pass
0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2.8 miles, roundtrip",350,2450,Ape Caves,46.1083,-122.2115,155,46,4.46 out of 5,South Cascades -- Mount St. Helens,https://www.wta.org/go-hiking/hikes/ape-cave,Northwest Forest Pass
0,0,0,0,1,1,1,1,0,0,0,0,0,1,"6.2 miles, roundtrip",1220,3780,Talapus and Olallie Lakes,47.4007,-121.519,997,76,3.70 out of 5,Snoqualmie Region -- Snoqualmie Pass,https://www.wta.org/go-hiking/hikes/talapus-lake,Northwest Forest Pass
0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0.7 miles, roundtrip",200,500,Bus Trail,47.5297,-121.9961,67,4,3.25 out of 5,Issaquah Alps -- Tiger Mountain,https://www.wta.org/go-hiking/hikes/bus-trail,Discover Pass
0,0,0,0,1,0,0,1,0,0,0,0,0,1,"1.0 miles, roundtrip",110,530,Big Tree Trail,47.5296,-121.9961,25,5,3.40 out of 5,Issaquah Alps -- Tiger Mountain,https://www.wta.org/go-hiking/hikes/big-tree-trail,Discover Pass
0,0,0,0,1,1,0,1,0,0,0,0,1,1,"2.9 miles, roundtrip",150,540,Tradition Lake Loop,47.5296,-121.9957,72,9,3.56 out of 5,Issaquah Alps -- Tiger Mountain,https://www.wta.org/go-hiking/hikes/tradition-lakes,Discover Pass
0,0,0,0,1,0,0,0,0,1,0,1,0,0,"1.4 miles, roundtrip",250,450,Snoqualmie Falls,47.5437,-121.837,129,29,3.48 out of 5,Snoqualmie Region -- North Bend Area,https://www.wta.org/go-hiking/hikes/snoqualmie-falls,NaN
0,0,0,0,1,0,0,0,0,1,0,1,0,0,"2.0 miles, roundtrip",400,2600,Franklin Falls,47.413,-121.4416,721,77,4.10 out of 5,Snoqualmie Region -- Snoqualmie Pass,https://www.wta.org/go-hiking/hikes/franklin-falls,Northwest Forest Pass
0,0,1,0,1,0,0,0,0,1,0,1,1,1,NaN,,,Palouse Falls,46.6636,-118.2281,111,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/palouse-falls,Discover Pass
0,0,0,0,0,0,0,0,0,1,0,0,1,1,"7.0 miles, roundtrip",500,725,Hanford Reach - North,46.6772,-119.4445,48,12,3.75 out of 5,Central Washington -- Tri-Cities,https://www.wta.org/go-hiking/hikes/white-bluffs-north,Discover Pass
0,0,0,0,1,0,1,0,0,0,0,0,0,0,"2.6 miles, roundtrip",850,1700,Heybrook Lookout,47.8084,-121.5352,437,45,3.49 out of 5,Central Cascades -- Stevens Pass - West,https://www.wta.org/go-hiking/hikes/heybrook-lookout,None
0,1,0,0,0,1,1,0,1,0,0,0,0,1,"7.0 miles, roundtrip",1400,4000,South Coldwater Trail,46.2863,-122.2468,74,8,3.62 out of 5,South Cascades -- Mount St. Helens,https://www.wta.org/go-hiking/hikes/south-coldwater-trail,Northwest Forest Pass
0,0,1,0,0,0,1,1,1,0,0,0,0,0,NaN,,,Ridley Creek,48.7071,-121.8126,36,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/ridley-creek,None
0,0,0,0,0,0,1,1,0,0,1,0,0,1,"8.0 miles, roundtrip",3150,3900,Mount Si,47.488,-121.7231,1547,193,3.98 out of 5,Snoqualmie Region -- North Bend Area,https://www.wta.org/go-hiking/hikes/mount-si,Discover Pass
0,0,1,0,1,0,1,0,0,0,1,0,1,0,"14.4 miles, roundtrip",4000,4050,Larch Mountain,45.5776,-122.1172,8,1,4.00 out of 5,Southwest Washington -- Columbia River Gorge - OR,https://www.wta.org/go-hiking/hikes/larch-mountain,Discover Pass
0,0,0,0,1,0,0,0,0,1,0,0,0,1,NaN,,,River Meadows Park,48.1797,-122.0837,5,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/river-meadows-park,NaN
0,0,0,0,0,0,1,0,0,0,0,0,0,0,"7.3 miles, roundtrip",1800,3000,Freund Canyon,47.6286,-120.6558,4,0,0.00 out of 5,Central Cascades -- Leavenworth Area,https://www.wta.org/go-hiking/hikes/freund-canyon,None
0,0,0,0,1,0,1,0,0,1,0,0,1,0,"3.6 miles, roundtrip",1129,3400,Aldrich Butte,45.6554,-121.9607,4,0,0.00 out of 5,Southwest Washington -- Columbia River Gorge - WA,https://www.wta.org/go-hiking/hikes/aldrich-butte,Northwest Forest Pass
1,0,0,0,1,0,1,0,0,0,0,0,1,0,NaN,,,Kettles Trail System,48.227,-122.7403,14,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/the-kettles-trail-system-of-whidbey-island,Discover Pass
0,0,0,0,0,0,1,0,1,0,0,0,0,0,NaN,,,Ptarmigan Ridge ,48.7507,-120.2055,3,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/ptarmigan-ridge-abandoned-trail,None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,,,Pilchuck Falls,,,1,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/pilchuck-falls,NaN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,,,White Chuck Mountain,48.2124,-121.4262,15,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/white-chuck-mountain,NaN
0,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN,,,Red Mountain via Money Creek Road,,,2,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/red-moutain-5576-money-creek,None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.12 miles, roundtrip",910,2178,North Butte,48.6165,-122.3863,32,1,4.00 out of 5,Puget Sound and Islands -- Bellingham Area,https://www.wta.org/go-hiking/hikes/north-butte,NaN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,,,Gibralter Mountain,48.5676,-118.6757,3,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/gibralter-mountain,Northwest Forest Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,,,Sultan Gorge,47.9793,-121.6909,2,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/sultan-gorge,NaN
0,0,0,0,0,0,1,0,1,0,1,0,0,0,NaN,,,Web Mountain,47.4345,-121.6369,15,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/webb-mountain,Northwest Forest Pass
0,0,0,0,1,0,0,0,0,0,0,0,0,0,"5.0 miles, roundtrip",450,705,Cherry Creek Falls,47.7457,-121.9076,307,22,3.68 out of 5,Central Cascades -- Stevens Pass - West,https://www.wta.org/go-hiking/hikes/cherry-creek-falls,None
0,0,0,0,1,0,0,1,0,1,0,0,0,1,NaN,,,Nisqually State Park,46.8638,-122.3285,13,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/nisqually-state-park,Discover Pass
0,0,0,0,1,0,0,0,0,1,0,0,1,1,"6.5 miles, roundtrip",500,1800,Umtanum Creek Canyon,46.8554,-120.4833,261,25,3.48 out of 5,Central Washington -- Yakima,https://www.wta.org/go-hiking/hikes/umtanum-creek-canyon,NaN
1,0,1,0,0,1,1,1,1,1,1,1,1,1,NaN,,,Pacific Northwest Trail,48.6451,-122.3563,23,NaN,NaN,NaN,https://www.wta.org/go-hiking/hikes/pacific-northwest-trail,NaN
0,0,0,0,1,0,1,0,0,0,0,0,1,0,"5.8 miles, roundtrip",2100,6250,Longs Pass,47.4367,-120.9372,150,10,4.20 out of 5,Snoqualmie Region -- Salmon La Sac/Teanaway,https://www.wta.org/go-hiking/hikes/longs-pass,Northwest Forest Pass
0,0,0,0,0,0,1,1,0,0,1,0,1,0,"5.4 miles, roundtrip",4000,4822,Mailbox Peak - Old Trail,47.4674,-121.6748,1109,114,4.39 out of 5,Snoqualmie Region -- North Bend Area,https://www.wta.org/go-hiking/hikes/mailbox-peak-old-trail,Discover Pass
0,0,0,0,0,0,1,0,0,0,1,0,0,0,"9.4 miles, roundtrip",4000,4822,Mailbox Peak,47.4675,-121.6748,601,47,4.19 out of 5,Snoqualmie Region -- North Bend Area,https://www.wta.org/go-hiking/hikes/mailbox-peak,Discover Pass
0,0,0,0,1,0,0,1,0,1,0,1,0,0,"3.4 miles, roundtrip",600,1410,Lower Falls Creek Trail,45.908,-121.9475,44,9,3.67 out of 5,Southwest Washington -- Columbia River Gorge - WA,https://www.wta.org/go-hiking/hikes/lower-falls-creek,Northwest Forest Pass
